"sosid","name","gov","np","fp","nf","status","date_created","date_terminated","current","humans","animals","plants","syndromic"
"SOS518","FDA Adverse Event Reporting System (FAERS)",TRUE,FALSE,FALSE,FALSE,"current",2007-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS519","New Hampshire Communicable Disease Control and Surveillance",TRUE,FALSE,FALSE,FALSE,"current",2009-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS520","Rhode Island Division of Infectious Disease and Epidemiology",TRUE,FALSE,FALSE,FALSE,"terminated",1995-12-31,2009-12-31,FALSE,"yes","no","no","yes"
"SOS521","Arkansas Dept. of Health Pertussis Surveillance System",TRUE,FALSE,FALSE,FALSE,"terminated",2008-12-31,2010-12-31,FALSE,"yes","no","no","yes"
"SOS522","Sentinel Counties Surveillance for Acute Study of Viral Hepatitis",TRUE,FALSE,FALSE,FALSE,"terminated",1981-12-31,2005-12-31,FALSE,"yes","no","no","yes"
"SOS523","Delaware Electronic Reporting and Surveillance System (DERSS)",TRUE,FALSE,FALSE,FALSE,"current",2008-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS524","West Virginia Electronic Disease Surveillance System (WVEDSS)",TRUE,FALSE,FALSE,FALSE,"current",2011-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS525","Pennsylvania Electronic Disease Reporting Project (PA-NEDSS)",TRUE,FALSE,FALSE,FALSE,"terminated",2005-12-31,2011-12-31,FALSE,"yes","no","no","yes"
"SOS526","National Capital Region Disease Surveillance Network (NCR)",TRUE,TRUE,FALSE,FALSE,"terminated",2003-12-31,2010-12-31,FALSE,"yes","no","no","yes"
"SOS527","Biological spatio-temporal outbreak reasoning module (BioStorm)",FALSE,TRUE,FALSE,FALSE,"terminated",2000-12-31,2011-12-31,FALSE,"yes","no","no","yes"
"SOS528","Bio-Surveillance Analysis, Feedback, Evaluation, and Response (B-SAFER)",TRUE,TRUE,FALSE,FALSE,"terminated",2001-12-31,2002-12-31,FALSE,"yes","no","no","yes"
"SOS529","North Carolina Disease Event Tracking and Epidemiologic Collection Tool (
) formerly known as North Carolina Bioterrorism and Emerging Infection Prevention System",TRUE,FALSE,FALSE,FALSE,"current",2003-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS530","State Electronic Notifiable Disease Surveillance System (SENDSS)",TRUE,FALSE,FALSE,FALSE,"current",NA,2014-12-31,TRUE,"yes","no","no","yes"
"SOS531","Early Event Detection in San Diego",TRUE,FALSE,FALSE,FALSE,"nf",NA,NA,FALSE,"yes","no","no","yes"
"SOS532","Early Aberration Reporting System (EARS)",TRUE,FALSE,FALSE,FALSE,"terminated",2001-12-31,2002-12-31,FALSE,"yes","no","no","yes"
"SOS533","Syndromic surveillance during the wildfires outbreak in San Diego, 2003",TRUE,FALSE,FALSE,FALSE,"terminated",2002-12-31,2002-12-31,FALSE,"yes","no","no","yes"
"SOS534","Michigan Syndromic Surveillance System (MSSS)",TRUE,FALSE,FALSE,FALSE,"current",2002-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS535","Wisconsin Electronic Disease Surveillance System (WEDSS)",TRUE,FALSE,FALSE,FALSE,"current",NA,2014-12-31,TRUE,"yes","no","no","yes"
"SOS536","Biosense & Biosense 2.0",TRUE,FALSE,FALSE,FALSE,"current",2002-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS537","Arizona Medical Electronic Disease Survelliance Intelligence System (MEDSIS)",TRUE,FALSE,FALSE,FALSE,"current",2008-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS538","Bioterrorism Surveillance (BTS) System",TRUE,FALSE,FALSE,FALSE,"nf",NA,NA,FALSE,"yes","no","no","yes"
"SOS539","Louisiana Early Event Detection System (LEEDS)",TRUE,FALSE,FALSE,FALSE,"current",2004-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS540","Ohio Disease Reporting System (ODRS)",TRUE,FALSE,FALSE,FALSE,"current",2005-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS541","Automated Syndromic Surveillance for the 2002 Winter Olympics",TRUE,FALSE,FALSE,FALSE,"terminated",2001-12-31,2001-12-31,FALSE,"yes","no","no","yes"
"SOS542","San Francisco Communicable Disease Control",TRUE,FALSE,FALSE,FALSE,"current",1997-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS543","Electronic Communicable Disease Reporting System (ECDRS)",TRUE,FALSE,FALSE,FALSE,"terminated",NA,2013-12-31,FALSE,"yes","no","no","yes"
"SOS544","FluView",TRUE,FALSE,FALSE,FALSE,"current",1996-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS545","Wyoming Infectious Disease Epidemiology Program",TRUE,FALSE,FALSE,FALSE,"current",2005-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS546","Syndrome Tracking and Encounter Management System (STEMS)",TRUE,FALSE,FALSE,FALSE,"terminated",2003-12-31,2011-12-31,FALSE,"yes","no","no","yes"
"SOS547","National Retail Data Monitor (NRDM)",FALSE,TRUE,FALSE,FALSE,"terminated",2001-12-31,2006-12-31,FALSE,"yes","no","no","yes"
"SOS548","The Nebraska Occupational Safety and Health Surveillance Program (NOSHP)",TRUE,FALSE,FALSE,FALSE,"current",NA,2014-12-31,TRUE,"yes","no","no","yes"
"SOS549","Maritime Illness and Death Reporting System",TRUE,FALSE,FALSE,FALSE,"terminated",2008-12-31,2013-12-31,FALSE,"yes","no","no","yes"
"SOS550","National Surveillance System for Pneumoconiosis Mortality (NSSPM)",TRUE,FALSE,FALSE,FALSE,"absorbed",1967-12-31,NA,FALSE,"yes","no","no","yes"
"SOS551","North Dakota Department of Health Syndromic Surveillance Program",TRUE,FALSE,FALSE,FALSE,"current",2002-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS552","New York City Diarrheal Diseases Surveillance",TRUE,FALSE,FALSE,FALSE,"current",1994-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS553","Real-Time Surveillance for Tuberculosis",FALSE,TRUE,FALSE,FALSE,"terminated",2006-06-01,2007-07-01,FALSE,"yes","no","no","yes"
"SOS554","National HIV Behavioral Surveillance System",TRUE,FALSE,FALSE,FALSE,"current",2002-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS555","Indiana's pilot program for syndromic surveillance (Need to find full text of Lober et. al 2002 article which apparently describes this)",TRUE,FALSE,FALSE,FALSE,"nf",NA,NA,FALSE,"yes","no","no","yes"
"SOS556","EpiQuery",TRUE,FALSE,FALSE,FALSE,"current",1989-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS557","New Mexico Epidemiology and Reponse Division",TRUE,FALSE,FALSE,FALSE,"current",1976-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS558","Distributed Surveillance Taskforce for Real-time Influenza Burden Tracking (DiSTRIBuTE)",FALSE,TRUE,FALSE,FALSE,"terminated",2005-12-31,2011-12-31,FALSE,"yes","no","no","yes"
"SOS559","Early Event Detection (EED) in South Carolina",TRUE,FALSE,FALSE,FALSE,"nf",NA,NA,FALSE,"yes","no","no","yes"
"SOS560","Division of Global Migration and Quarantine (DGMQ)",TRUE,FALSE,FALSE,FALSE,"current",2013-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS561","Boston Public Health Commission",TRUE,FALSE,FALSE,FALSE,"current",1995-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS562","DiSTRIBuTE Project",TRUE,TRUE,FALSE,FALSE,"terminated",2005-12-31,2011-12-31,FALSE,"yes","no","no","yes"
"SOS563","Youth Risk Behavior Surveillance System (YRBSS)",TRUE,FALSE,FALSE,FALSE,"terminated",1990-12-31,2012-12-31,FALSE,"yes","no","no","yes"
"SOS564","CDC Wide-Ranging Online Data for Epidemiologic Research (CDC WONDER)",TRUE,FALSE,FALSE,FALSE,"current",1987-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS565","Maine Tracking Network",TRUE,FALSE,FALSE,FALSE,"current",2000-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS566","National Environmental Public Health Tracking Network",TRUE,FALSE,FALSE,FALSE,"current",2011-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS567","Epidemic Information Exchange (Epi-X)",TRUE,FALSE,FALSE,FALSE,"current",1999-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS568","Georgia Scope",FALSE,TRUE,FALSE,FALSE,"nf",NA,NA,FALSE,"yes","no","no","yes"
"SOS569","Sickweather",FALSE,FALSE,TRUE,FALSE,"current",2010-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS570","Public Health Investigation and Disease Detection of Oklahoma (PHIDDO)",TRUE,FALSE,FALSE,FALSE,"nf",NA,NA,FALSE,"yes","no","no","yes"
"SOS571","FluSurvey",TRUE,FALSE,FALSE,FALSE,"current",2013-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS572","FluPhone",TRUE,FALSE,FALSE,FALSE,"terminated",2009-12-31,2011-07-01,FALSE,"yes","no","no","yes"
"SOS573","Q Surveillance National Syndromic Surveillance System (HPA/Q)",TRUE,FALSE,FALSE,FALSE,"absorbed",2003-12-31,2012-12-31,FALSE,"yes","no","no","yes"
"SOS574","Department of Health, Social Services and Public Safety",TRUE,FALSE,FALSE,FALSE,"current",1998-12-31,2014-12-31,TRUE,"yes","nf","nf","yes"
"SOS575","GP in hours syndromic surveillance system",TRUE,FALSE,FALSE,FALSE,"current",2012-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS576","NHS 24 Syndromic Surveillance System",TRUE,FALSE,FALSE,FALSE,"terminated",2004-12-31,2009-12-31,FALSE,"yes","no","no","yes"
"SOS577","Search Queries for Malaria Surveillance",FALSE,FALSE,FALSE,TRUE,"terminated",2004-12-31,2008-12-31,FALSE,"yes","no","no","yes"
"SOS578","Taiwan National Infectious Disease Statistics System",TRUE,FALSE,FALSE,FALSE,"current",2013-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS579","Generating Epidemiological Trends from WEb Logs, Like (GET WELL )",TRUE,FALSE,FALSE,FALSE,"current",2004-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS580","Epidemiology Unit, Ministry of Health, Sri Lanka",TRUE,FALSE,FALSE,FALSE,"terminated",1958-12-31,2011-12-31,FALSE,"yes","no","no","yes"
"SOS581","SIDARTHa Cantabria",TRUE,TRUE,FALSE,FALSE,"current",2008-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS582","National Emergency Department Information System (NEDIS), South Korea",TRUE,FALSE,FALSE,FALSE,"current",2002-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS583","Korea Centers for Disease Control & Prevention Influenza Surveillance Scheme (KISS)",TRUE,FALSE,FALSE,FALSE,"current",1996-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS584","Syndromic surveillance for Korea-Japan FIFA World Cup 2002 in Korea",FALSE,FALSE,FALSE,TRUE,"terminated",2001-12-31,2002-12-31,FALSE,"yes","no","no","yes"
"SOS585","Syndromic Surveillance of Flu on Twitter using Temporal Topic Models",FALSE,TRUE,FALSE,FALSE,"nf",NA,NA,FALSE,"yes","no","no","yes"
"SOS586","South African Viral Watch Influenza Sentinel Surveillance Programme",TRUE,FALSE,FALSE,FALSE,"terminated",1983-12-31,2006-12-31,FALSE,"yes","no","no","yes"
"SOS587","2010 FIFA World Cup",TRUE,FALSE,FALSE,FALSE,"terminated",2010-06-07,2010-07-16,FALSE,"yes","no","no","yes"
"SOS588","Intensive Care Unit (ICU) Surveillance",TRUE,FALSE,FALSE,FALSE,"terminated",2009-12-31,2012-12-31,FALSE,"yes","no","no","yes"
"SOS589","National Enhanced Surveillance of Infectious Syphilis Scotland (NESISS)",TRUE,FALSE,FALSE,FALSE,"current",2001-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS590","Syndromic surveillance for G8 Summit in Gleneagles, Auchterarder, Scotland, July 2005",TRUE,FALSE,FALSE,FALSE,"terminated",2004-12-31,2004-12-31,FALSE,"yes","no","no","yes"
"SOS591","Health Protection Scotland Weekly Data (HPS)",TRUE,FALSE,FALSE,FALSE,"terminated",1994-12-31,2008-12-31,FALSE,"yes","no","no","yes"
"SOS592","Travel Clinic Surveillance",TRUE,FALSE,FALSE,FALSE,"current",2013-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS593","Overseas Outbreaks of Infectious Intestinal Disease",TRUE,FALSE,FALSE,FALSE,"current",NA,2014-12-31,TRUE,"yes","no","no","yes"
"SOS594","Surveillance during 2014 Hajj",TRUE,FALSE,FALSE,FALSE,"terminated",2013-12-31,2013-12-31,FALSE,"yes","no","no","yes"
"SOS595","ARICABA",TRUE,FALSE,FALSE,FALSE,"terminated",2010-09-01,2011-08-01,FALSE,"yes","no","no","yes"
"SOS596","Weekly Epidemiological Bulletin, Pakistan",TRUE,FALSE,FALSE,FALSE,"terminated",2012-12-31,2013-12-31,FALSE,"yes","no","no","yes"
"SOS597","Influenza Surveillance in Northern Ireland",TRUE,FALSE,FALSE,FALSE,"current",NA,2014-12-31,TRUE,"yes","no","no","yes"
"SOS598","GP Sentinel Surveillance (Northern Ireland)",TRUE,FALSE,FALSE,FALSE,"nf",NA,NA,FALSE,"yes","no","no","yes"
"SOS599","EDIS (Emergisoft's Emergency Department Information System)",FALSE,FALSE,TRUE,FALSE,"nf",NA,NA,FALSE,"yes","no","no","yes"
"SOS600","Epidemic IQ (EpiIQ)",FALSE,TRUE,FALSE,FALSE,"current",2011-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS601","GP sentinel surveillance system (New Zealand)",TRUE,FALSE,TRUE,FALSE,"current",1990-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS602","GP influenza sentinel surveillance system",TRUE,FALSE,FALSE,FALSE,"terminated",1999-12-31,2010-12-31,FALSE,"yes","no","no","yes"
"SOS603","Influenzanet",TRUE,FALSE,FALSE,FALSE,"current",2002-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS604","Surveillance infectieziekten in verpleeghuizen (SNIV)",TRUE,FALSE,FALSE,FALSE,"current",2010-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS605","Surveillance infectieziekten in kinderdagverblijven (KIzSS)",TRUE,FALSE,FALSE,FALSE,"current",2010-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS606","National Sentinel Surveillance Network for Infectious Diseases in Nursing Homes (SNIV)",TRUE,FALSE,FALSE,FALSE,"current",2009-01-01,2014-12-31,TRUE,"yes","no","no","yes"
"SOS607","HAVNET",TRUE,FALSE,FALSE,FALSE,"current",1998-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS608","MITRE Text and Audio Processing System (MiTAP)",FALSE,TRUE,FALSE,FALSE,"current",2000-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS609","FirstWatch Real-Time Early Warning System",FALSE,FALSE,TRUE,FALSE,"current",1998-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS610","Systema Nacional de Vigilancia Epidemiológica  (SINAVE) (National Epidemiological Surveillance System)",TRUE,FALSE,FALSE,FALSE,"current",1994-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS611","Ministry of Public Health, Lebanon",TRUE,FALSE,FALSE,FALSE,"current",NA,2014-12-31,TRUE,"yes","no","no","yes"
"SOS612","Enhanced Syndromic Surveillance for the Fourth Japan-China-South
  Korea Trilateral Summit 2011",TRUE,FALSE,FALSE,FALSE,"terminated",2010-12-31,2010-12-31,FALSE,"yes","no","no","yes"
"SOS613","Experimental Three Syndromic Surveillances in Japan",TRUE,FALSE,FALSE,FALSE,"terminated",1994-12-31,2003-12-31,FALSE,"yes","no","no","yes"
"SOS614","Syndromic surveillance for Korea-Japan FIFA World Cup 2002 in Japan",TRUE,FALSE,FALSE,FALSE,"absorbed",2001-12-31,2001-12-31,FALSE,"yes","no","no","yes"
"SOS615","Kazemill",TRUE,FALSE,FALSE,FALSE,"nf",2009-12-31,NA,FALSE,"yes","no","no","yes"
"SOS616","Syndromic surveillance system of respiratory infections, gastroenteritis, acute hepatitis, fever and other diseases",FALSE,FALSE,FALSE,TRUE,"nf",1999-12-31,NA,FALSE,"yes","no","no","yes"
"SOS617","Syndromic surveillance system for epidemic prone diseases set up following increased migration flows",TRUE,FALSE,FALSE,FALSE,"terminated",2010-12-31,2012-12-31,FALSE,"yes","no","no","yes"
"SOS618","Integrated surveillance system for the 2006 Winter Olympic and Paralympic Games",TRUE,FALSE,FALSE,FALSE,"terminated",2005-12-31,2005-12-31,FALSE,"yes","no","no","yes"
"SOS619","Emergency room admission surveillance",TRUE,FALSE,FALSE,FALSE,"nf",2007-12-31,NA,FALSE,"yes","no","no","yes"
"SOS620","The Latium Region syndromic surveillance system",TRUE,FALSE,FALSE,FALSE,"terminated",NA,2008-12-01,FALSE,"yes","no","no","yes"
"SOS621","Northern Ireland: GP flu sentinel surveillance scheme",TRUE,FALSE,FALSE,FALSE,"nf",NA,NA,FALSE,"yes","no","no","yes"
"SOS622","Early Warning Outbreak Recognition System (EWORS)",TRUE,FALSE,FALSE,FALSE,"nf",1997-12-31,NA,FALSE,"yes","no","no","yes"
"SOS623","IDSurv",FALSE,TRUE,FALSE,FALSE,"terminated",2011-12-31,2013-12-31,FALSE,"yes","no","no","yes"
"SOS624","Case-Based Measles Surveillance in Pune",TRUE,FALSE,FALSE,FALSE,"terminated",2008-12-31,2010-12-31,FALSE,"yes","no","no","yes"
"SOS625","International Disease Surveillance Programme (IDSP)",TRUE,FALSE,FALSE,FALSE,"current",2003-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS626","Orissa Multi-Disease Surveillance System (OMDSS)",TRUE,FALSE,FALSE,FALSE,"nf",1998-12-31,NA,FALSE,"yes","no","no","yes"
"SOS627","GrippeWeb",TRUE,FALSE,FALSE,FALSE,"current",2010-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS628","EpiLag (Epidemiologische Lage Konferenz)- Epidemiological situation telephone conference",TRUE,FALSE,FALSE,FALSE,"current",2008-12-31,2014-12-31,TRUE,"yes","nf","nf","yes"
"SOS629","Réseau d’alerte, d’investigation et de surveillance des infections nosocomiales (RAISIN) (Nosocomial Infection Alert, Investigation and Monitoring Network)",TRUE,FALSE,FALSE,FALSE,"current",2000-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS630","Sentinelles",TRUE,FALSE,FALSE,FALSE,"current",1983-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS631","Sentiweb",TRUE,FALSE,FALSE,FALSE,"current",1994-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS632","Organisation de la surveillance coordonnée des urgences’ (OSCOUR)",TRUE,FALSE,FALSE,FALSE,"current",2003-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS633","Surveillance sanitaire des urgences et des décès (SurSaUD)",TRUE,FALSE,FALSE,FALSE,"current",2003-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS634","Health Gate",TRUE,FALSE,FALSE,FALSE,"current",2012-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS635","European Surveillance of Antimicrobial Consumption Network (ESAC-Net)",TRUE,FALSE,FALSE,FALSE,"current",2010-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS636","European Influenza Surveillance Scheme (EISS) BECAME European Influenza Surveillance Network (EISN)",TRUE,FALSE,FALSE,FALSE,"current",1995-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS637","Health Emergency and Disease Information System (HEDIS)",TRUE,FALSE,FALSE,FALSE,"current",2004-12-31,2014-12-31,TRUE,"yes","nf","nf","yes"
"SOS638","RAS-CHEM",TRUE,FALSE,FALSE,FALSE,"current",2009-12-31,2014-12-31,TRUE,"nf","nf","nf","yes"
"SOS639","NHS Direct/HPA syndromic surveillance system",TRUE,FALSE,FALSE,FALSE,"terminated",1998-12-31,2013-12-31,FALSE,"yes","no","no","yes"
"SOS640","HPA telehealth syndromic surveillance system",TRUE,FALSE,FALSE,FALSE,"absorbed",1998-12-31,2012-12-31,FALSE,"yes","no","no","yes"
"SOS641","Emergency Department Syndromic Surveillance System (EDSSS)",TRUE,FALSE,FALSE,FALSE,"current",2009-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS642","Remote Health Advice Syndromic Surveillance System",TRUE,FALSE,FALSE,FALSE,"current",2012-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS643","National Pandemic Flu Service (NPFS)",TRUE,FALSE,FALSE,FALSE,"terminated",2009-07-23,2010-02-11,FALSE,"yes","no","no","yes"
"SOS644","GP Out-of-Hours syndromic surveillance system",TRUE,FALSE,FALSE,FALSE,"current",2009-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS645","Alerte et Surveillance en Temps Réel (ASTER)",TRUE,FALSE,FALSE,FALSE,"current",2003-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS646","DMOS - Danish medical on-call service ILI surveillance",TRUE,FALSE,FALSE,FALSE,"current",2005-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS647","SIDARTHa Capital Region Denmark",TRUE,TRUE,FALSE,FALSE,"current",2012-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS648","Bioalarm",TRUE,FALSE,FALSE,FALSE,"nf",NA,NA,FALSE,"yes","no","no","yes"
"SOS649","Flu Express",TRUE,FALSE,FALSE,FALSE,"current",2012-01-01,2014-12-31,TRUE,"yes","no","no","yes"
"SOS650","Chinese Information System for Disease Control and Prevention (CISDP)",FALSE,TRUE,FALSE,FALSE,"current",2003-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS651","Departamento de Epidemiología, Chile",TRUE,FALSE,FALSE,FALSE,"terminated",2000-12-31,2007-12-31,FALSE,"yes","no","no","yes"
"SOS652","Telehealth Ontario",TRUE,TRUE,FALSE,FALSE,"current",2011-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS653","Canada’s Immunization Monitoring Program ACTive (IMPACT)",TRUE,TRUE,FALSE,FALSE,"current",1995-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS654","RODS-based syndromic surveillance system (Pilot Program for Ontario Canada)",TRUE,TRUE,FALSE,FALSE,"absorbed",1998-12-31,2003-12-31,FALSE,"yes","no","no","yes"
"SOS655","National Enhanced Invasive Meningococcal Disease (eIMD) Surveillance System",TRUE,FALSE,FALSE,FALSE,"terminated",2005-12-31,2010-12-31,FALSE,"yes","no","no","yes"
"SOS656","FluWatch",TRUE,FALSE,FALSE,FALSE,"current",2013-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS657","Alternative Surveillance Alert Program (ASAP)",TRUE,FALSE,FALSE,FALSE,"nf",NA,NA,FALSE,"yes","no","no","yes"
"SOS658","Canadian Chronic Disease Surveillance System (CCDSS)",TRUE,FALSE,FALSE,FALSE,"terminated",1998-12-31,2008-12-31,FALSE,"yes","no","no","yes"
"SOS659","Malaria Information System (MIS)",TRUE,FALSE,FALSE,FALSE,"current",NA,2014-12-31,TRUE,"yes","no","no","yes"
"SOS660","2014 FIFA World Cup Surveillance",TRUE,FALSE,FALSE,FALSE,"terminated",2013-12-31,2013-12-31,FALSE,"yes","no","no","yes"
"SOS661","ENS-CARE Influenza Early Warning Scheme",TRUE,FALSE,FALSE,FALSE,"terminated",1991-12-31,1994-12-31,FALSE,"yes","no","no","yes"
"SOS662","EuroMOMO",TRUE,FALSE,FALSE,FALSE,"current",2008-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS663","Wet Market Surveillance",TRUE,FALSE,FALSE,FALSE,"terminated",2008-12-31,2010-12-31,FALSE,"yes","no","no","yes"
"SOS664","SIDARTHa (Tyrol)",TRUE,TRUE,FALSE,FALSE,"current",2011-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS665","EBOLATRACKS",TRUE,FALSE,FALSE,FALSE,"current",2013-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS666","FluTracking",FALSE,TRUE,FALSE,FALSE,"current",2005-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS667","New South Wales ED surveillance system",TRUE,FALSE,FALSE,FALSE,"nf",NA,NA,FALSE,"yes","no","no","yes"
"SOS668","Australian Paediatric Surveillance Unit (APSU)",FALSE,TRUE,FALSE,FALSE,"current",1992-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS669","National Influenza Surveillance Scheme",TRUE,FALSE,FALSE,FALSE,"current",2008-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS670","Vaccine-preventable disease (VPD) surveillance, Australia",TRUE,FALSE,FALSE,FALSE,"terminated",1992-12-31,2006-12-31,FALSE,"yes","no","no","yes"
"SOS671","2003 Rugby World Cup",TRUE,FALSE,FALSE,FALSE,"terminated",2002-12-31,2002-12-31,FALSE,"yes","no","no","yes"
"SOS672","Australian NSP Survey Data Reports",FALSE,TRUE,FALSE,FALSE,"current",1994-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS673","VIDRL Influenza Surveillance",FALSE,TRUE,FALSE,FALSE,"current",2005-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS674","Victorian Health Information Surveillance System (VHISS)",TRUE,FALSE,FALSE,FALSE,"terminated",2007-12-31,2007-12-31,FALSE,"yes","no","no","yes"
"SOS675","Australian Sentinel Practice Research Network (ASPREN)",FALSE,TRUE,FALSE,FALSE,"terminated",1990-12-31,2011-12-31,FALSE,"yes","no","no","yes"
"SOS676","Google Dengue Trends",FALSE,FALSE,TRUE,FALSE,"current",2010-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS677","Google Flu Trends",FALSE,FALSE,TRUE,FALSE,"current",2007-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS678","South-eastern Europe Health Network (SEEHN)",TRUE,FALSE,FALSE,FALSE,"current",2000-12-31,2014-12-31,TRUE,"no","no","no","yes"
"SOS679","2 SE FAG",TRUE,FALSE,FALSE,FALSE,"nf",2003-12-31,NA,FALSE,"yes","no","no","yes"
"SOS680","Vessel Sanitation Program (VSP)",TRUE,FALSE,FALSE,FALSE,"current",2010-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS681","Global Influenza Surveillance and Response System (GISRS)",TRUE,FALSE,FALSE,FALSE,"current",2010-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS682","Global News Driven Disease Outbreak and Surveillance (GODSN)",FALSE,TRUE,FALSE,FALSE,"nf",NA,NA,FALSE,"yes","no","no","yes"
"SOS683","Health Emergency and Disease Informaiton System (HEDIS)",TRUE,FALSE,FALSE,FALSE,"current",2004-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS684","MERS - Corona Map",FALSE,FALSE,FALSE,TRUE,"current",2013-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS685","BioPortal",FALSE,TRUE,FALSE,FALSE,"terminated",2003-12-31,NA,FALSE,"yes","no","no","yes"
"SOS686","Ebola Tracking",FALSE,TRUE,FALSE,FALSE,"current",2013-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS687","Global Health Atlas",TRUE,FALSE,FALSE,FALSE,"current",NA,2014-12-31,TRUE,"yes","no","no","yes"
"SOS688","New Hampshire Death Certificate Surveillance",FALSE,FALSE,FALSE,TRUE,NA,NA,NA,FALSE,"yes","no","no","yes"
"SOS689","Immediate Disease Notification System (IDNS)",TRUE,FALSE,FALSE,FALSE,"terminated",2004-12-31,2011-12-31,FALSE,"yes","no","no","yes"
"SOS690","European Surveillance of Sexually Transmitted Infections (ESSTI)",TRUE,FALSE,FALSE,FALSE,"current",2000-12-31,2014-12-31,TRUE,"yes","no","no","yes"
