"sosid","name","gov","neia","np","fp","status","date_created","date_terminated","current","humans","animals","plants","syndromic"
"sos526","NHS Direct/HPA syndromic surveillance system",TRUE,FALSE,FALSE,FALSE,"terminated",1999-01-01,2014-01-01,FALSE,"yes","no","no","yes"
"sos527","Non-Statutory Zoonoses Disease Surveillance Reports",TRUE,FALSE,FALSE,FALSE,"current",2010-01-01,2015-01-01,TRUE,"no","yes","no","blank"
"sos528","North Carolina Department of Health and Human Services Surveillance Unit",TRUE,FALSE,FALSE,FALSE,"current",NA,2015-01-01,TRUE,"yes","no","no","yes"
"sos529","North Carolina Disease Event Tracking and Epidemiologic Collection Tool (formerly known as North Carolina Bioterrorism and Emerging infection Prevention System)",TRUE,FALSE,FALSE,FALSE,"current",2004-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos530","North Carolina Electronic Disease Surveillance System (NC EDSS)",TRUE,FALSE,FALSE,FALSE,"terminated",2011-01-01,2013-01-01,FALSE,"yes","no","no","neia"
"sos531","North Dakota Department of Health Syndromic Surveillance Program",TRUE,FALSE,FALSE,FALSE,"current",2003-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos532","Notifiable Disease Surveillance System (CNDSS)",TRUE,FALSE,FALSE,FALSE,"terminated",1987-01-01,2008-01-01,FALSE,"yes","no","no","neia"
"sos533","Ohio Disease Reporting System (ODRS)",TRUE,FALSE,FALSE,FALSE,"current",2006-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos534","Oregon Weekly/Monthly CD Surveillance Report",TRUE,FALSE,FALSE,FALSE,"current",1997-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos535","Organisation de la surveillance coordonnŽe des urgencesê (OSCOUR)",TRUE,FALSE,FALSE,FALSE,"current",2004-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos536","Orissa Multi-Disease Surveillance System (OMDSS)",TRUE,FALSE,FALSE,FALSE,"neia",1999-01-01,NA,FALSE,"yes","no","no","yes"
"sos537","Pattern-based Understanding and Learning System (PULS)-within MediSys",FALSE,FALSE,TRUE,FALSE,"current",NA,2015-01-01,TRUE,"yes","yes","yes","blank"
"sos538","Pennsylvania Electronic Disease Reporting Project (PA-NEDSS)",TRUE,FALSE,FALSE,FALSE,"terminated",2006-01-01,2012-01-01,FALSE,"yes","no","no","yes"
"sos539","Plant Epidemiology and Risk Analysis Laboratory (PERAL)",TRUE,FALSE,FALSE,FALSE,"current",2003-01-01,2015-01-01,TRUE,"no","no","yes","blank"
"sos540","PREDICT",TRUE,FALSE,FALSE,FALSE,"current",2009-01-01,2015-01-01,TRUE,"yes","yes","no","blank"
"sos541","Project Tycho",FALSE,FALSE,TRUE,FALSE,"current",2013-01-01,2015-01-01,TRUE,"yes","no","no","blank"
"sos542","ProMed-mail",FALSE,FALSE,TRUE,FALSE,"current",1994-01-01,2015-01-01,TRUE,"yes","yes","no","blank"
"sos543","Public Health information Network Messaging System (PHINMS)",TRUE,FALSE,FALSE,FALSE,"neia",NA,NA,FALSE,"yes","no","no","blank"
"sos544","Public Health Investigation and Disease Detection of Oklahoma (PHIDDO)",TRUE,FALSE,FALSE,FALSE,"neia",NA,NA,FALSE,"yes","no","no","yes"
"sos545","Public Health Real-time Emergency Department Syndromic Surveillance (PHREDSS)",TRUE,FALSE,FALSE,FALSE,"terminated",2003-01-01,2010-01-01,FALSE,"yes","yes","yes","blank"
"sos546","Queensland Health's Epidemiology, Surveillance, and Research Unit",TRUE,FALSE,FALSE,FALSE,"current",2010-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos547","RCGP WRS - Royal College of General Practitioners Weekly Returns Service",FALSE,TRUE,FALSE,FALSE,"current",1953-01-01,2015-01-01,TRUE,"yes","no","no","neia"
"sos548","Real Time Bio-Surveillance Programme Pilot",FALSE,FALSE,TRUE,FALSE,"neia",NA,NA,FALSE,"yes","no","no","neia"
"sos549","Real Time Bio-Surveillance Programme Pilot",FALSE,FALSE,TRUE,FALSE,"neia",NA,NA,FALSE,"yes","no","no","neia"
"sos550","Real-time Outbreak and Disease Surveillance Software",FALSE,FALSE,TRUE,FALSE,"current",1999-01-01,2015-01-01,TRUE,"yes","no","no","neia"
"sos551","Rhode Island Division of infectious Disease and Epidemiology",TRUE,FALSE,FALSE,FALSE,"terminated",1996-01-01,2010-01-01,FALSE,"yes","no","no","yes"
"sos552","RODS-based syndromic surveillance system (Pilot Program for Ontario Canada)",TRUE,FALSE,TRUE,FALSE,"absorbed",1999-01-01,2004-01-01,FALSE,"yes","no","no","yes"
"sos553","SAM@EMR _ Surveillance, Assurance and Monitoring in the Euregio Maas-Rhine",TRUE,FALSE,TRUE,FALSE,"terminated",2006-01-01,2012-01-01,FALSE,"yes","no","no","blank"
"sos554","San Francisco Communicable Disease Control",TRUE,FALSE,FALSE,FALSE,"current",1998-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos555","SAVSNET (Small Animal Veterinary Surveillance Network)",FALSE,FALSE,TRUE,FALSE,"terminated",2008-01-01,2013-01-01,FALSE,"no","yes","no","blank"
"sos556","Scientific Technology Corporation (STC) - Sentinel",FALSE,FALSE,FALSE,TRUE,"current",1988-01-01,2015-01-01,TRUE,"yes","no","no","blank"
"sos557","Seabird Ecological Assessment Network (SEANET)",FALSE,FALSE,TRUE,FALSE,"current",2008-01-01,2015-01-01,TRUE,"no","yes","no","blank"
"sos558","SHIFT",TRUE,FALSE,FALSE,FALSE,"terminated",1992-01-01,2004-01-01,FALSE,"no","yes","no","blank"
"sos559","SIDARTHa (Tyrol)",TRUE,FALSE,TRUE,FALSE,"current",2012-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos560","SIDARTHa Cantabria",TRUE,FALSE,TRUE,FALSE,"current",2009-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos561","SIDARTHa Capital Region Denmark",TRUE,FALSE,TRUE,FALSE,"current",2013-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos562","Sistema de Vigilancia en Salud Publica (SIVIGILA) (Public Health Surveillance System)",TRUE,FALSE,FALSE,FALSE,"terminated",2005-01-01,2010-01-01,FALSE,"yes","yes","yes","blank"
"sos563","South Asia Field Epidemiology and Technology Network (SAFETYNet)",FALSE,FALSE,TRUE,FALSE,"terminated",2009-01-01,2012-01-01,FALSE,"yes","yes","yes","blank"
"sos564","South Carolina Acute Disease Epidemiology",TRUE,FALSE,FALSE,FALSE,"current",2004-01-01,2015-01-01,TRUE,"yes","no","no","neia"
"sos565","South Dakota Electronic Disease Surveillance System (SDEDSS)",TRUE,FALSE,FALSE,FALSE,"neia",NA,NA,FALSE,"yes","no","no","neia"
"sos566","South-eastern Europe Health Network (SEEHN)",TRUE,FALSE,FALSE,FALSE,"current",2001-01-01,2015-01-01,TRUE,"no","no","no","yes"
"sos567","State Electronic Notifiable Disease Surveillance System (SENDSS)",TRUE,FALSE,FALSE,FALSE,"current",2009-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos568","Statens Serum Institut (SSI)",TRUE,FALSE,FALSE,FALSE,"current",2002-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos569","Surveillance van het Rijksvaccinatieprogramma",TRUE,FALSE,FALSE,FALSE,"current",2011-01-01,2015-01-01,TRUE,"yes","no","no","neia"
"sos570","Swaziland's Health information System",TRUE,FALSE,FALSE,FALSE,"current",1978-01-01,2015-01-01,TRUE,"yes","no","no","blank"
"sos571","Syndrome Reporting information System (SYRIS)",FALSE,FALSE,FALSE,TRUE,"terminated",2003-01-01,2014-01-01,FALSE,"yes","yes","no","blank"
"sos572","Syndromic surveillance system - Miami-Dade County",TRUE,FALSE,FALSE,FALSE,"neia",2005-01-01,NA,FALSE,"yes","no","no","yes"
"sos573","Systema Nacional de Vigilancia Epidemiologica  (SINAVE) (National Epidemiological Surveillance System)",TRUE,FALSE,FALSE,FALSE,"current",1995-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos574","Tennessee National Biosurveillance System (TN NBS)",TRUE,FALSE,FALSE,FALSE,"current",2004-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos575","Texas Department of State Health Services National Electronic Disease Surveillance System (DSHS NEDSS)",TRUE,FALSE,FALSE,FALSE,"current",NA,2015-01-01,TRUE,"yes","no","no","blank"
"sos576","Thailand Bureau of Epidemiology",TRUE,FALSE,FALSE,FALSE,"neia",NA,NA,FALSE,"yes","no","no","neia"
"sos577","The Electronic Communication of Surveillance in Scotland (ECOSS)",TRUE,FALSE,FALSE,FALSE,"current",2008-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos578","The European Surveillance System (TESSy)",TRUE,FALSE,FALSE,FALSE,"current",2002-01-01,2015-01-01,TRUE,"yes","no","no","blank"
"sos579","The Nebraska Occupational Safety and Health Surveillance Program (NOSHP)",TRUE,FALSE,FALSE,FALSE,"current",NA,2015-01-01,TRUE,"yes","no","no","yes"
"sos580","Utah - National Electronic Disease Surveillance System (UT-NEDSS)",TRUE,FALSE,FALSE,FALSE,"terminated",2007-01-01,2009-01-01,FALSE,"yes","no","no","blank"
"sos581","Vaccine Adverse Events Reporting System (VAERS)",TRUE,FALSE,FALSE,FALSE,"current",1990-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos582","Virginia Department of Health",TRUE,FALSE,FALSE,FALSE,"current",2004-01-01,2015-01-01,TRUE,"yes","no","no","neia"
"sos583","Washington State Department of Health, Communicable Disease Surveillance Data",TRUE,FALSE,FALSE,FALSE,"current",2000-01-01,2015-01-01,TRUE,"yes","yes","no","blank"
"sos584","West Virginia Electronic Disease Surveillance System (WVEDSS)",TRUE,FALSE,FALSE,FALSE,"current",2012-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos585","Wildlife Global Animal information Network for Surveillance (Wildlife GAINS)",FALSE,FALSE,TRUE,FALSE,"terminated",2007-01-01,NA,FALSE,"no","yes","no","blank"
"sos586","Wildlife Health Event Reporter (WHER)",TRUE,FALSE,FALSE,FALSE,"current",2010-01-01,2015-01-01,TRUE,"no","yes","no","blank"
"sos587","Wisconsin Electronic Disease Surveillance System (WEDSS)",TRUE,FALSE,FALSE,FALSE,"current",NA,2015-01-01,TRUE,"yes","no","no","yes"
"sos588","Wisconsin Health Alert Network (WI HAN)",TRUE,FALSE,FALSE,FALSE,"terminated",2001-01-01,2013-01-01,FALSE,"yes","no","no","neia"
"sos589","National Animal Health information System (NAHIS)",FALSE,FALSE,TRUE,FALSE,"current",2012-01-01,2015-01-01,TRUE,"yes","yes","no","blank"
"sos590","New Hampshire Death Certificate Surveillance",TRUE,FALSE,TRUE,TRUE,"current",NA,2015-01-01,TRUE,"yes","no","no","yes"
"sos591","Communitywide syndromic surveillance for 2002 Kentucky Derby",TRUE,FALSE,FALSE,FALSE,"terminated",2002-01-01,2002-01-01,FALSE,"yes","no","no","yes"
"sos592","Florida Prehospital EMS Tracking and Reporting System (EMSTARS)",TRUE,FALSE,FALSE,FALSE,"terminated",2004-01-01,2007-01-01,FALSE,"yes","no","no","blank"
"sos593","Generating Epidemiological Trends from WEb Logs, Like (GET WELL)",TRUE,FALSE,FALSE,FALSE,"current",2005-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos594","Georgia Scope",FALSE,FALSE,TRUE,FALSE,"neia",NA,NA,FALSE,"yes","no","no","yes"
"sos595","Animal and Plant Health Agency (APHA)",TRUE,FALSE,FALSE,FALSE,"current",2014-01-01,2015-01-01,TRUE,"no","yes","yes","blank"
"sos596","Animal Health and Veterinary Laboratories Agency (AHVLA)",TRUE,FALSE,FALSE,FALSE,"absorbed",2011-01-01,2014-01-01,FALSE,"no","yes","yes","blank"
"sos597","National Biological Information Infrastructure Program Wildlife Disease information Node",TRUE,FALSE,FALSE,FALSE,"terminated",2002-01-01,2012-01-01,FALSE,"no","yes","no","blank"
"sos598","World Animal Health information Database (WAHID)",TRUE,FALSE,FALSE,FALSE,"terminated",1996-01-01,2004-01-01,FALSE,"yes","yes","no","blank"
"sos599","Marine Scotland Surveillance Program",TRUE,FALSE,FALSE,FALSE,"neia",NA,NA,FALSE,"no","yes","no","blank"
"sos600","Genomic Metadata for infectious Agents (GEMINA)",FALSE,FALSE,TRUE,FALSE,"terminated",2005-01-01,2009-01-01,FALSE,"yes","yes","yes","blank"
"sos601","Arkansas National Notifiable Diseases Surveillance System (ADH NEDSS)",TRUE,FALSE,FALSE,FALSE,"current",2012-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos602","Athens Olympic syndromic surveillance",TRUE,FALSE,FALSE,FALSE,"terminated",2004-01-01,2004-01-01,FALSE,"yes","no","no","yes"
"sos603","BioPortal",FALSE,FALSE,TRUE,FALSE,"terminated",2004-01-01,NA,FALSE,"yes","no","no","yes"
"sos604","Directorate of Health, Iceland",TRUE,FALSE,FALSE,FALSE,"current",2011-01-01,2015-01-01,TRUE,"yes","no","no","neia"
"sos605","Early Warning and Response System (EWRS)",TRUE,FALSE,FALSE,FALSE,"current",1999-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos606","EuroSurveillance",TRUE,FALSE,FALSE,FALSE,"current",1995-01-01,2015-01-01,TRUE,"yes","neia","neia","blank"
"sos607","Niv_rana",TRUE,FALSE,FALSE,FALSE,"terminated",2009-01-01,2012-01-01,FALSE,"yes","no","no","yes"
"sos608","Public Health Laboratory Service Communicable Disease Surveillance Center (PHLS CDSC)",TRUE,FALSE,FALSE,FALSE,"absorbed",1977-01-01,1995-01-01,FALSE,"yes","no","no","no"
"sos609","SmiNet and SmiNet-2",TRUE,FALSE,FALSE,FALSE,"neia",2004-01-01,NA,FALSE,"yes","no","no","yes"
"sos610","EpiQuery",TRUE,FALSE,FALSE,FALSE,"current",1990-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos611","EpiCom",TRUE,FALSE,FALSE,FALSE,"current",NA,2015-01-01,TRUE,"yes","no","no","blank"
"sos612","Emerging infections Programme (EIP)",TRUE,FALSE,FALSE,FALSE,"current",1995-01-01,2015-01-01,TRUE,"yes","no","no","blank"
"sos613","Pest Tracker-National Agricultural Pest information System (NAPIS)",FALSE,FALSE,TRUE,FALSE,"current",2006-01-01,2015-01-01,TRUE,"no","yes","yes","blank"
"sos614","Electronic Laboratory Exchange Network (eLEXNET)",TRUE,FALSE,FALSE,FALSE,"terminated",1999-01-01,2013-01-01,FALSE,"no","yes","yes","blank"
"sos615","Food Emergency Response Network (FERN)",TRUE,FALSE,FALSE,FALSE,"terminated",2007-01-01,2013-01-01,FALSE,"no","yes","yes","blank"
"sos616","Food Safety Inspection Service (FSIS)",TRUE,FALSE,FALSE,FALSE,"current",1981-01-01,2015-01-01,TRUE,"no","yes","no","blank"
"sos617","Laboratory information Management System- Direct (LIMS-Direct)",TRUE,FALSE,FALSE,FALSE,"current",2013-01-01,2015-01-01,TRUE,"no","yes","no","blank"
"sos618","Microbiological and Residue Computer information System (MARCIS)",TRUE,FALSE,FALSE,FALSE,"neia",NA,NA,FALSE,"no","yes","no","blank"
"sos619","GIZ organisms",TRUE,FALSE,FALSE,FALSE,"neia",NA,NA,FALSE,"yes","no","no","no"
"sos620","Connecticut Hospital Admissions Syndromic Surveillance (HASS)",TRUE,FALSE,FALSE,FALSE,"neia",2001-01-01,NA,FALSE,"yes","no","no","yes"
"sos621","Alerta DISAMAR",TRUE,FALSE,FALSE,TRUE,"current",2003-01-01,2015-01-01,TRUE,"yes","no","no","neia"
"sos622","ARICABA",TRUE,FALSE,FALSE,FALSE,"terminated",2010-09-01,2011-08-01,FALSE,"yes","no","no","yes"
"sos623","Armenian infectious Disease Surveillance System (AIDSS)",TRUE,FALSE,FALSE,FALSE,"neia",1991-01-01,NA,FALSE,"yes","no","no","blank"
"sos624","Canada Communicable Disease Report (CCDR) Weekly",TRUE,FALSE,FALSE,FALSE,"terminated",2013-01-01,2013-01-01,FALSE,"yes","no","no","no"
"sos625","Emerging infections Newtork (IDSA EIN)",FALSE,FALSE,TRUE,FALSE,"current",2006-01-01,2015-01-01,TRUE,"yes","yes","neia","blank"
"sos626","Global Disease Detection Operations Center (GDDOC)",TRUE,FALSE,FALSE,FALSE,"current",2006-01-01,2015-01-01,TRUE,"yes","neia","neia","yes"
"sos627","Japan, National Institute of infectious Disease",TRUE,FALSE,FALSE,FALSE,"current",1914-01-01,2015-01-01,TRUE,"yes","no","no","blank"
"sos628","Louisiana infectious Disease Epidemiology Program",TRUE,FALSE,FALSE,FALSE,"current",1990-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos629","Maryland infectious Disease Bureau",TRUE,FALSE,FALSE,FALSE,"terminated",2007-01-01,2013-01-01,FALSE,"yes","yes","no","blank"
"sos630","National infectious Diseases information System (ISIS-RIVM) - infectious Disease Bulletin",TRUE,FALSE,FALSE,FALSE,"current",1990-01-01,2015-01-01,TRUE,"yes","yes","no","blank"
"sos631","Riff: A Social Network and Collaborative Platform for Public Health Disease Surveillance",FALSE,FALSE,TRUE,FALSE,"current",2006-01-01,2015-01-01,TRUE,"yes","yes","no","blank"
"sos632","Robert Koch Institute infectious Disease Surveillance",TRUE,FALSE,FALSE,FALSE,"current",2001-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos633","Scottish infections Diseases Surveillance System 2 (SIDSS2)",TRUE,FALSE,FALSE,FALSE,"terminated",2009-01-01,2013-01-01,FALSE,"yes","no","no","blank"
"sos634","LabSurv",TRUE,FALSE,FALSE,TRUE,"current",NA,2015-01-01,TRUE,"yes","no","no","blank"
"sos635","National Electronic Telecomunications System for Surveillance (NETSS)",TRUE,FALSE,FALSE,FALSE,"current",1990-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos636","Public Health Surveillance, information for New Zealand Public Health Action Surveillance Reports",TRUE,FALSE,FALSE,FALSE,"current",2013-01-01,2015-01-01,TRUE,"yes","no","no","neia"
"sos637","ESPnet",TRUE,FALSE,TRUE,FALSE,"terminated",2009-01-01,2011-01-01,FALSE,"yes","no","no","blank"
"sos638","Alberta Insect Pest Surveillance Network",TRUE,FALSE,FALSE,FALSE,"current",2003-01-01,2015-01-01,TRUE,"no","no","yes","blank"
"sos639","New Disease Reports (NDR)",FALSE,FALSE,TRUE,FALSE,"current",2000-01-01,2015-01-01,TRUE,"no","no","yes","blank"
"sos640","California Rare Diseases Surveillance Program (CRDS)",TRUE,FALSE,FALSE,FALSE,"current",2002-01-01,2015-01-01,TRUE,"yes","no","no","neia"
"sos641","Arizona Medical Electronic Disease Survelliance Intelligence System (MEDSIS)",TRUE,FALSE,FALSE,FALSE,"current",2009-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos642","California Electronic Laboratory Disease Alert and Reporting System (CELDAR)",TRUE,FALSE,FALSE,FALSE,"terminated",2000-01-01,2004-01-01,FALSE,"yes","yes","no","blank"
"sos643","California Reportable Disease information Exchange (CalREDIE)",TRUE,FALSE,FALSE,FALSE,"current",2010-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos644","City of Pasadena Public Health Department",TRUE,FALSE,FALSE,FALSE,"current",2009-01-01,2015-01-01,TRUE,"yes","yes","no","blank"
"sos645","Connecticut Electronic Disease Surveillance System (CT EDSS)",TRUE,FALSE,FALSE,FALSE,"terminated",2002-01-01,2012-01-01,FALSE,"yes","no","no","neia"
"sos646","CoSurv - Northern Ireland",TRUE,FALSE,FALSE,FALSE,"neia",NA,NA,FALSE,"yes","no","no","no"
"sos647","District of Columbia Department of Public Health",TRUE,FALSE,FALSE,FALSE,"terminated",2002-01-01,2013-01-01,FALSE,"yes","yes","no","blank"
"sos648","Electronic Communicable Disease Reporting System (ECDRS)",TRUE,FALSE,FALSE,FALSE,"terminated",NA,2014-01-01,FALSE,"yes","no","no","yes"
"sos649","GP in hours syndromic surveillance system",TRUE,FALSE,FALSE,FALSE,"current",2013-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos650","Hawaii Department of Health",TRUE,FALSE,FALSE,FALSE,"current",2011-01-01,2015-01-01,TRUE,"yes","yes","yes","blank"
"sos651","Idaho Department of Health and Welfare",TRUE,FALSE,FALSE,FALSE,"terminated",2002-01-01,2013-01-01,FALSE,"yes","yes","no","blank"
"sos652","Indiana National Electronic Disease Surveillance System (I-NEDSS)",TRUE,FALSE,FALSE,FALSE,"current",1999-01-01,2015-01-01,TRUE,"yes","no","no","blank"
"sos653","Integrated Public Health information System (iPHIS)",TRUE,FALSE,FALSE,FALSE,"terminated",2005-01-01,2008-01-01,FALSE,"yes","no","no","no"
"sos654","Kansas Electronic Disease Surveillance System (KS-EDSS)",TRUE,FALSE,FALSE,FALSE,"terminated",2007-01-01,2015-01-01,FALSE,"yes","neia","neia","neia"
"sos655","Los Angeles County Department of Public Health",TRUE,FALSE,FALSE,FALSE,"current",2010-01-01,2015-01-01,TRUE,"yes","yes","no","blank"
"sos656","Maine Disease Reporting and Clinical Consultation Line",TRUE,FALSE,FALSE,FALSE,"current",1976-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos657","Massachussetts Virtual Epidemiological Network (MAVEN)",TRUE,FALSE,FALSE,FALSE,"current",2010-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos658","Ministerio de Sanidad y Consumo/Ministry of Health and the Consumer",TRUE,FALSE,FALSE,FALSE,"current",2006-01-01,2015-01-01,TRUE,"yes","no","no","neia"
"sos659","Mississippi State Department of Health (MSDH)",TRUE,FALSE,FALSE,FALSE,"current",1982-01-01,2015-01-01,TRUE,"yes","yes","no","blank"
"sos660","National Notifiable Diseases Surveillance System (NNDSS)",TRUE,FALSE,FALSE,FALSE,"terminated",1993-01-01,2012-01-01,FALSE,"yes","no","no","no"
"sos661","Nebraska Department of Health & Human Services - Office of Epidemiology (NE DHHS)",TRUE,FALSE,FALSE,FALSE,"current",1984-01-01,2015-01-01,TRUE,"yes","yes","no","blank"
"sos662","Network for surveillance and control of communicable diseases - Cyprus",TRUE,FALSE,FALSE,FALSE,"current",2002-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos663","North Carolina Department of Public Health and Human Services (NC DPH)",TRUE,FALSE,FALSE,FALSE,"current",NA,2015-01-01,TRUE,"yes","yes","no","blank"
"sos664","Notification of infectious Diseases (NOIDS) (Northern Ireland)",TRUE,FALSE,FALSE,FALSE,"current",2010-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos665","Notifications of infectious Diseases (NOIDS)",TRUE,FALSE,FALSE,FALSE,"current",2010-01-01,2015-01-01,TRUE,"yes","no","no","blank"
"sos666","Systema Nacional de Vigilancia Epidemiologica (National Epidemiological Surveillance System)",TRUE,FALSE,FALSE,FALSE,"terminated",2006-01-01,2013-01-01,FALSE,"yes","no","no","neia"
"sos667","Taiwan National infectious Disease Statistics System",TRUE,FALSE,FALSE,FALSE,"current",2014-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos668","Utah Bureau of Epidemiology",TRUE,FALSE,FALSE,FALSE,"current",2013-01-01,2015-01-01,TRUE,"yes","yes","no","blank"
"sos669","Indiana Public Health Emergency Surveillance System (PHESS)",TRUE,FALSE,FALSE,FALSE,"terminated",2004-01-01,2007-01-01,FALSE,"yes","no","no","neia"
"sos670","CanTravNet",TRUE,FALSE,TRUE,FALSE,"current",2012-01-01,2015-01-01,TRUE,"yes","no","no","blank"
"sos671","EuroTravNet",FALSE,FALSE,TRUE,FALSE,"current",2008-01-01,2015-01-01,TRUE,"yes","no","no","blank"
"sos672","Disease Reports, Ministry of Health and Social Welfare, Tanzania",TRUE,FALSE,FALSE,FALSE,"neia",NA,NA,FALSE,"yes","no","no","blank"
"sos673","New York City Diarrheal Diseases Surveillance",TRUE,FALSE,FALSE,FALSE,"current",1995-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos674","Sentinel Surveillance for Unexplained Diarrhea Study (SSUDS)",FALSE,FALSE,TRUE,FALSE,"terminated",2002-01-01,2004-01-01,FALSE,"yes","no","no","no"
"sos675","CaliciNet",TRUE,FALSE,FALSE,FALSE,"current",2009-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos676","NoroNet",TRUE,FALSE,FALSE,FALSE,"current",2008-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos677","VIDRL Norovirus Surveillance",FALSE,FALSE,TRUE,FALSE,"absorbed",2006-01-01,2014-01-01,FALSE,"yes","no","no","no"
"sos678","Divine-net",TRUE,FALSE,FALSE,FALSE,"terminated",2004-06-01,2004-01-01,FALSE,"yes","no","no","no"
"sos679","National Nosocomial infections Surveillance System (NNIS)",TRUE,FALSE,FALSE,FALSE,"neia",1970-01-01,NA,FALSE,"yes","no","no","yes"
"sos680","RŽseau dÕalerte, dÕinvestigation et de surveillance des infections nosocomiales (RAISIN) (Nosocomial Infection Alert, Investigation and Monitoring Network)",TRUE,FALSE,FALSE,FALSE,"current",2001-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos681","The Canadian Nosocomial infection Surveillance Program (CNISP)",TRUE,FALSE,FALSE,FALSE,"terminated",1994-01-01,2012-01-01,FALSE,"yes","no","no","yes"
"sos682","Alabama Department of Public Health - Epidemiology Division",TRUE,FALSE,FALSE,FALSE,"current",2011-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos683","Hajj-MDSS",TRUE,FALSE,FALSE,FALSE,"current",2009-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos684","Canada Database of Animal Parasites (CDAP)",TRUE,FALSE,FALSE,FALSE,"neia",1998-01-01,NA,FALSE,"no","yes","no","blank"
"sos685","Canadian Perinatal Surveillance System (CPSS)",TRUE,FALSE,FALSE,FALSE,"current",2004-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos686","Arkansas Dept. of Health Pertussis Surveillance System",TRUE,FALSE,FALSE,FALSE,"terminated",2009-01-01,2011-01-01,FALSE,"yes","no","no","yes"
"sos687","Enhanced Pertussis Surveillance Program, Sweden",TRUE,FALSE,FALSE,FALSE,"terminated",1997-01-01,2010-01-01,FALSE,"yes","no","no","no"
"sos688","European Network for Pertussis Surveillance",TRUE,FALSE,FALSE,FALSE,"neia",NA,NA,FALSE,"neia","neia","neia","no"
"sos689","Exotic Pest information Collection and Analysis (EPICA)",TRUE,FALSE,FALSE,FALSE,"neia",NA,NA,FALSE,"no","yes","yes","blank"
"sos690","Offshore Pest information System (OPIS)",TRUE,FALSE,FALSE,FALSE,"terminated",2005-01-01,2010-01-01,FALSE,"no","yes","yes","blank"
"sos691","National Bee Pest Surveillance",FALSE,FALSE,TRUE,FALSE,"current",2000-01-01,2015-01-01,TRUE,"no","yes","no","blank"
"sos692","Integrated Plant Health information System (IPHIS)",TRUE,FALSE,FALSE,FALSE,"current",2012-01-01,2015-01-01,TRUE,"no","no","yes","blank"
"sos693","European and Mediterranian Plant Protection Organization (EPPO) Alert List",TRUE,FALSE,FALSE,FALSE,"current",2001-01-01,2015-01-01,TRUE,"no","no","yes","blank"
"sos694","Global Pest and Disease Database",TRUE,FALSE,FALSE,FALSE,"neia",NA,NA,FALSE,"no","no","yes","blank"
"sos695","National Centre for Integrated Pest Management (NCIPM)",TRUE,FALSE,FALSE,FALSE,"current",1988-01-01,2015-01-01,TRUE,"no","yes","yes","blank"
"sos696","National Plant Surveillance Reporting Tool (NPSRT)",FALSE,FALSE,TRUE,FALSE,"current",2000-01-01,2015-01-01,TRUE,"no","no","yes","blank"
"sos697","Phytosanitary Alert System (PAS)",FALSE,FALSE,TRUE,FALSE,"current",2000-01-01,2015-01-01,TRUE,"no","no","yes","blank"
"sos698","Respiratory Consultations Surveillance System",TRUE,FALSE,FALSE,FALSE,"current",2005-01-01,2015-01-01,TRUE,"yes","no","no","yes"
